CIN,Company Name,Company Status,RoC,Registration Number,Company Category,Company Sub Category,Class of Company,Date of Incorporation,Age of Company,Activity,Number of Members,LLP Identification Number,Main division of business activity to be carried out in India,Description of main division,Number Of Partners,Number of Designated Partners,Unnamed: 0
U01100TG2020PTC139747,SAIRADHYA ORGANICS AND SEED TECHNOLOGY PRIVATE LIMITED,Active,RoC-Hyderabad,139747,Company limited by Shares,Non-govt company,Private,12 March 2020,"2 years, 0 month, 13 days",Growing of crops; market gardening; horticulture  Click here to see other companies involved in same activity.,-,,,,,,
,,-,,-,-,-,,,"52 years, 2 month, 24 days",,-,,,,,,Unnamed: 1
,SAIRAGAV TRENDS LLP,Active,RoC-Chennai,,,,,23 May 2019,"2 years, 10 month, 2 days",,,AAP-3990,Manufacture of textiles,Manufacture of textiles,0,2,
U15549PN2010PTC137494,SAIRAJ BEVERAGES AND BREWERIES PRIVATE LIMITED,Active,RoC-Pune,137494,Company limited by Shares,Non-govt company,Private,08 October 2010,"11 years, 5 month, 17 days",Manufacture of beverages  Click here to see other companies involved in same activity.,-,,,,,,
U93000PN2020PTC192981,SAIRAJ FACILITY SERVICES PRIVATE LIMITED,Active,RoC-Pune,192981,Company limited by Shares,Non-govt company,Private,14 August 2020,"1 years, 7 month, 11 days",Other service activities  Click here to see other companies involved in same activity.,-,,,,,,
U70102MH2015PTC266063,SAIRAJ HIGHLANDS PRIVATE LIMITED,Active,RoC-Mumbai,266063,Company limited by Shares,Non-govt company,Private,29 June 2015,"6 years, 8 month, 26 days","Real estate activities with own or leased property. [This class includes buying, selling, renting and operating of self-owned or leased real estate such as apartment building and dwellings, non-residential buildings, developing and subdividing real estate into lots etc. Also included are development and sale of land and cemetery lots, operating of apartment hotels and residential mobile home sites.(Development on own account involving construction is classified in class 4520).]  Click here to see other companies involved in same activity.",-,,,,,,
U55204MH2015PTC270339,SAIRAJ HOTELS PRIVATE LIMITED,Active,RoC-Mumbai,270339,Company limited by Shares,Non-govt company,Private,20 November 2015,"6 years, 4 month, 5 days","Restaurants, bars and canteens [ Sales through vending machines is classified in Sub-class 52599]  Click here to see other companies involved in same activity.",-,,,,,,
U72900OR2021PTC037695,SAIRAJ IMPEX PRIVATE LIMITED,Active,RoC-Cuttack,37695,Company limited by Shares,Non-govt company,Private,29 September 2021,"0 years, 5 month, 26 days",Other computer related activities [for example maintenance of websites of other firms/ creation of multimedia presentations for other firms etc.]  Click here to see other companies involved in same activity.,-,,,,,,
U27300PN2012PTC142563,SAIRAJ INDUSTRIES PRIVATE LIMITED,Active,RoC-Pune,142563,Company limited by Shares,Non-govt company,Private,14 March 2012,"10 years, 0 month, 11 days","Casting of metals [This group includes casting finished or semi-finished products producing a variety of goods, all characteristic of other activity classes]  Click here to see other companies involved in same activity.",-,,,,,,
U45400MH2013PTC239983,SAIRAJ INFRACON PRIVATE LIMITED,Active,RoC-Mumbai,239983,Company limited by Shares,Non-govt company,Private,28 January 2013,"9 years, 1 month, 28 days",Building completion [ Includes activities that contribute to the completion or finishing of a construction. Repairs of the same type are also included in the corresponding sub-classes]  Click here to see other companies involved in same activity.,-,,,,,,
U31900MH2011PTC219062,SAIRAJ LUMIZON PRIVATE LIMITED,Active,RoC-Mumbai,219062,Company limited by Shares,Non-govt company,Private,24 June 2011,"10 years, 9 month, 1 days",Manufacture of other electrical equip ment n.e.c.  Click here to see other companies involved in same activity.,-,,,,,,
U15200PN2012PTC145238,SAIRAJ MILK & AGRO PRODUCTS PRIVATE LIMITED,Active,RoC-Pune,145238,Company limited by Shares,Non-govt company,Private,31 October 2012,"9 years, 4 month, 25 days",Manufacture of dairy product [production of raw milk is classified in class 0121]  Click here to see other companies involved in same activity.,-,,,,,,
U29309MH2019PTC334252,SAIRAJ MULTINATIONAL PRIVATE LIMITED,Active,RoC-Mumbai,334252,Company limited by Shares,Non-govt company,Private,11 December 2019,"2 years, 3 month, 14 days","Manufacture of domestic appliances, n.e.c.  Click here to see other companies involved in same activity.",-,,,,,,
U72900MP2019PTC048478,SAIRAJ ONLINE SERVICES PRIVATE LIMITED,Active,RoC-Gwalior,48478,Company limited by Shares,Non-govt company,Private,30 April 2019,"2 years, 10 month, 25 days",Other computer related activities [for example maintenance of websites of other firms/ creation of multimedia presentations for other firms etc.]  Click here to see other companies involved in same activity.,-,,,,,,
U63000MH1999PTC121656,SAIRAJ ORGANICS PRIVATE LIMITED,Active,RoC-Mumbai,121656,Company limited by Shares,Non-govt company,Private,08 September 1999,"22 years, 6 month, 17 days",Supporting and auxiliary transport activities; activities of travel agencies  Click here to see other companies involved in same activity.,-,,,,,,
U01111MH2020PTC342874,SAIRAJA FARMERS PRODUCER COMPANY LIMITED,Active,RoC-Mumbai,342874,Company limited by Shares,Non-govt company,Private,29 July 2020,"1 years, 7 month, 27 days",Growing of crops; market gardening; horticulture  Click here to see other companies involved in same activity.,-,,,,,,
U15134MH1990PTC058367,SAIRAJA FRUIT AND FOOD PROCESSINGS PRIVATE LIMITED,Active,RoC-Pune,58367,Company limited by Shares,Non-govt company,Private,28 September 1990,"31 years, 5 month, 27 days","Production, processing and preservation of meat, fish, fruit vegetables, oils and fats.  Click here to see other companies involved in same activity.",-,,,,,,
U80903PN2012NPL145064,SAIRAJAY EDUCATIONAL ACADEMY,Active,RoC-Pune,145064,Company Limited by Guarantee,Non-govt company,Private,16 October 2012,"9 years, 5 month, 9 days",Other education  Click here to see other companies involved in same activity.,3,,,,,,
U74999PN2019PTC186304,SAIRAM ALUMINIUM COMPONENTS PRIVATE LIMITED,Active,RoC-Pune,186304,Company limited by Shares,Non-govt company,Private,27 August 2019,"2 years, 6 month, 29 days",Business activities n.e.c.  Click here to see other companies involved in same activity.,-,,,,,,
U74999OR2016PTC025226,SAIRAM AUTOMATION PRIVATE LIMITED,Active,RoC-Cuttack,25226,Company limited by Shares,Non-govt company,Private,11 May 2016,"5 years, 10 month, 14 days",Business activities n.e.c.  Click here to see other companies involved in same activity.,-,,,,,,
U27108MH2001PTC130271,SAIRAM BRIGHT INDUSTRIES PRIVATE LIMITED,Active,RoC-Mumbai,130271,Company limited by Shares,Non-govt company,Private,02 January 2001,"21 years, 2 month, 23 days",Manufacture of Basic Iron & Steel  Click here to see other companies involved in same activity.,-,,,,,,
U67120MH2005PTC156539,SAIRAM BROKING PRIVATE LIMITED,Active,RoC-Mumbai,156539,Company limited by Shares,Non-govt company,Private,05 September 2005,"16 years, 6 month, 20 days","Activities auxiliary to financial intermediation, except insurance and pension funding.[This Group includes activities involved in or closely related to financial inter-mediation other than insurance and pension funding but not themselves involving financial inter-mediation].  Click here to see other companies involved in same activity.",-,,,,,,
U99999MH1987PTC042261,SAIRAM BUILDERS PRIVATE LIMITED,Active,RoC-Mumbai,42261,Company limited by Shares,Non-govt company,Private,16 January 1987,"35 years, 2 month, 9 days",EXTRA TERRITORIAL ORGANIZATIONS AND BODIES  Click here to see other companies involved in same activity.,-,,,,,,
U60200DL2011PTC223094,SAIRAM COAL CARRIERS PRIVATE LIMITED,Active,RoC-Delhi,223094,Company limited by Shares,Non-govt company,Private,01 August 2011,"10 years, 7 month, 24 days",Other land transport  Click here to see other companies involved in same activity.,-,,,,,,
U74140MH2009PTC192671,SAIRAM CORPORATE ADVISORS PRIVATE LIMITED,Active,RoC-Mumbai,192671,Company limited by Shares,Non-govt company,Private,25 May 2009,"12 years, 10 month, 0 days","Legal, accounting, book-keeping and auditing activities; tax consultancy; market research and public opinion polling; business and management consultancy  Click here to see other companies involved in same activity.",-,,,,,,
U01400MP2015PTC034191,SAIRAM CROP CARE PRIVATE LIMITED,Active,RoC-Gwalior,34191,Company limited by Shares,Non-govt company,Private,13 May 2015,"6 years, 10 month, 12 days","Agricultural and animal husbandry service activities, except veterinary activities.[This class includes specialized activities, on a fee or contract basis, mostly performed on the farm.]  Click here to see other companies involved in same activity.",-,,,,,,
U51909MH2021PTC353559,SAIRAM FOOTWEAR PRIVATE LIMITED,Active,RoC-Mumbai,353559,Company limited by Shares,Non-govt company,Private,15 January 2021,"1 years, 2 month, 10 days",Other wholesale [Includes specialized wholesale not covered in any one of the previous categories and wholesale in a variety of goods without any particular specialization.]  Click here to see other companies involved in same activity.,-,,,,,,
,SAIRAM HOSPITALITY LLP,Active,RoC-Pune,,,,,26 July 2018,"3 years, 7 month, 30 days",,,AAN-0330,Manufacture of food products and beverages,Manufacture of food products and beverages,0,3,
,SAIRAM INFOTAINMENT LLP,Active,RoC-Mumbai,,,,,19 November 2015,"6 years, 4 month, 6 days",,,AAF-1897,Other Business Activities,Other Business Activities,0,2,
U70102UP2012PTC049526,SAIRAM INFRAVENTURES PRIVATE LIMITED,Active,RoC-Kanpur,49526,Company limited by Shares,Non-govt company,Private,23 March 2012,"10 years, 0 month, 2 days","Real estate activities with own or leased property. [This class includes buying, selling, renting and operating of self-owned or leased real estate such as apartment building and dwellings, non-residential buildings, developing and subdividing real estate into lots etc. Also included are development and sale of land and cemetery lots, operating of apartment hotels and residential mobile home sites.(Development on own account involving construction is classified in class 4520).]  Click here to see other companies involved in same activity.",-,,,,,,
U27310WB2007PTC115794,SAIRAM ISPAT PRIVATE LIMITED,Active,RoC-Kolkata,115794,Company limited by Shares,Non-govt company,Private,15 May 2007,"14 years, 10 month, 10 days","Casting of metals [This group includes casting finished or semi-finished products producing a variety of goods, all characteristic of other activity classes]  Click here to see other companies involved in same activity.",-,,,,,,
U80904DL2018PTC343613,SAIRAM KRIPA EDUCATIONAL SERVICES PRIVATE LIMITED,Active,RoC-Delhi,343613,Company limited by Shares,Non-govt company,Private,28 December 2018,"3 years, 2 month, 28 days",Other education  Click here to see other companies involved in same activity.,-,,,,,,
U70101MH2006PTC165369,SAIRAM LAND INFRASTRUCTURE PRIVATE LIMITED,Active,RoC-Mumbai,165369,Company limited by Shares,Non-govt company,Private,06 November 2006,"15 years, 4 month, 19 days","Real estate activities with own or leased property. [This class includes buying, selling, renting and operating of self-owned or leased real estate such as apartment building and dwellings, non-residential buildings, developing and subdividing real estate into lots etc. Also included are development and sale of land and cemetery lots, operating of apartment hotels and residential mobile home sites.(Development on own account involving construction is classified in class 4520).]  Click here to see other companies involved in same activity.",-,,,,,,
U18101KA1999PTC025586,SAIRAM MERCHANDISING PRIVATE LIMITED,Active,RoC-Bangalore,25586,Company limited by Shares,Non-govt company,Private,10 August 1999,"22 years, 7 month, 15 days","Manufacture of wearing apparel, except fur apparel [this class includes manufacture of wearing apparel made of material not made in the same unit. Both regular and contract activities are included]  Click here to see other companies involved in same activity.",-,,,,,,
U51909WB2011PTC163465,SAIRAM MERCHANTS PRIVATE LIMITED,Active,RoC-Kolkata,163465,Company limited by Shares,Non-govt company,Private,07 June 2011,"10 years, 9 month, 18 days",Other wholesale [Includes specialized wholesale not covered in any one of the previous categories and wholesale in a variety of goods without any particular specialization.]  Click here to see other companies involved in same activity.,-,,,,,,
U51909TZ2022PTC038233,SAIRAM ONION WHOLESALE PRIVATE LIMITED,Active,RoC-Coimbatore,38233,Company limited by Shares,Non-govt company,Private,12 February 2022,"0 years, 1 month, 13 days",Other wholesale [Includes specialized wholesale not covered in any one of the previous categories and wholesale in a variety of goods without any particular specialization.]  Click here to see other companies involved in same activity.,-,,,,,,
U63090MH2019PTC324001,SAIRAM ROADWAYS PRIVATE LIMITED,Active,RoC-Mumbai,324001,Company limited by Shares,Non-govt company,Private,11 April 2019,"2 years, 11 month, 14 days",Supporting and auxiliary transport activities; activities of travel agencies  Click here to see other companies involved in same activity.,-,,,,,,
